41500106,진리동,41500,이천시,5418.7,5418.7,False,"2421:01,2421:20,S218:02,S218:03,S218:13",equal_split
41500107,안흥동,41500,이천시,7412.5,7035.5,True,"2421:23,2421:25,S218:02,S218:03,S218:04",equal_split
41500108,갈산동,41500,이천시,11656.3,11656.3,False,"2421:04,2421:07,2421:13,2421:16,2421:23,2421:25,S234:06",equal_split
41500109,증포동,41500,이천시,8343.2,8343.2,False,"2421:04,2421:07,2421:13,2421:16,2421:23",equal_split
41500110,송정동,41500,이천시,2098.1,2098.1,False,"2421:04,2421:07",equal_split
41500111,사음동,41500,이천시,8999.6,8948.3,True,"2421:04,2421:07,2421:23,S218:09,S218:10,S218:16,S218:17",equal_split
41500112,단월동,41500,이천시,4482.6,4482.6,False,"2421:01,2421:20,S218:03,S218:08,S218:13,S218:29",equal_split
41500113,대포동,41500,이천시,1906.3,1529.3,True,"2421:01,2421:20,S218:03,S218:04",equal_split
41500114,고담동,41500,이천시,8319.8,8319.8,False,"2421:01,2421:11,2421:20,2421:27,S218:03",equal_split
41500115,장록동,41500,이천시,10421.1,10044.1,True,"2421:01,2421:11,2421:20,2421:27,S218:03,S218:04,S218:13",equal_split
41500253,부발읍,41500,이천시,104578.4,98230.9,True,"2421:01,2421:02,2421:04,2421:05,2421:07,2421:08,2421:09,2421:10,2421:11,2421:13,2421:14,2421:15,2421:16,2421:17,2421:19,2421:20,2421:21,2421:22,2421:23,2421:24,2421:27,2658:10,2658:15,S218:03,S218:04,S218:13,S234:04,S234:06,S234:07,S234:14,S234:15",equal_split
41500310,신둔면,41500,이천시,50124.3,50073.1,True,"2421:04,2421:07,2421:11,2421:13,2421:16,2421:17,2421:21,S218:09,S218:10,S218:15,S218:16,S218:17,S226:18,S226:19,S234:06",equal_split
41500320,백사면,41500,이천시,14190.1,10064.6,True,"2421:04,2421:13,2421:19,2421:21,2658:15,2658:17,S234:06",equal_split
41500330,호법면,41500,이천시,57014.2,48108.7,True,"2421:01,2421:29,S218:05,S218:06,S218:07,S218:08,S218:11,S218:12,S218:13,S218:15,S218:21,S218:22,S218:26,S218:29,S349:16",equal_split
41500340,마장면,41500,이천시,71124.0,65590.9,True,"2050:17,D308:01,D308:11,S218:05,S218:06,S218:08,S218:09,S218:12,S218:13,S218:15,S218:17,S218:22,S218:26,S226:02,S226:22",equal_split
41500350,대월면,41500,이천시,32017.6,31640.6,True,"2421:01,2421:05,2421:09,2421:10,2421:11,2421:20,2421:22,2421:24,2815:07,S218:03,S218:04,S234:04,S234:06,S234:07,S234:14,S234:15",equal_split
41500360,모가면,41500,이천시,10478.4,6706.4,True,"2421:01,2421:09,2421:20,2421:22,2421:24,S218:03,S218:04,S218:07,S218:08",equal_split
41500370,설성면,41500,이천시,5961.5,5961.5,False,"2421:01,2421:20,2421:22,2815:06,2815:07,2815:09,S234:06,S234:07,S234:11,S349:13,S349:14",equal_split
41550310,보개면,41550,안성시,59141.8,57667.6,True,"2050:24,2486:07,2486:12,2486:18,2486:22,D504:17,D504:18,E510:04,E510:05,E510:13,S349:11,S349:12",equal_split
41550350,대덕면,41550,안성시,117098.3,105545.8,True,"2486:01,2486:05,2486:06,2486:11,2486:15,2486:16,2486:17,2486:19,2486:20,2486:21,2486:24,2486:27,D504:01,D504:03,D504:07,D504:08,D504:09,D504:10,S327:06",equal_split
41550360,양성면,41550,안성시,51607.0,51607.0,False,"2186:21,2486:01,2486:06,2486:16,2486:17,2486:19,2486:24,D504:01,S327:06,S327:07,S327:18",equal_split
41550390,일죽면,41550,안성시,6612.0,2701.8,True,"2421:01,S218:08,S349:02,S349:03,S349:04,S349:05,S349:07,S349:13,S349:14,S349:15",equal_split
41550400,죽산면,41550,안성시,58100.6,37798.2,True,"2729:17,D504:18,E510:04,E510:13,S349:01,S349:02,S349:03,S349:04,S349:05,S349:06,S349:11,S349:12,S349:13,S349:14,S349:15,S349:16,S349:19,S349:20",equal_split
41550410,삼죽면,41550,안성시,31086.8,26571.9,True,"2486:07,D504:18,E510:04,E510:05,E510:13,S349:04,S349:05,S349:07,S349:08,S349:10,S349:11,S349:12,S349:13,S349:14,S349:16,S349:18,S349:20",equal_split
41550420,고삼면,41550,안성시,15750.4,14427.2,True,"2486:06,2486:18,2486:24,D504:01,S327:06,S349:11,S349:12",equal_split
41570101,북변동,41570,김포시,40725.2,40725.2,False,"SB06:03,SB06:04,SB06:05,SB06:07,SB06:08,SB06:09,SB06:14",equal_split
41570102,걸포동,41570,김포시,30880.4,30880.4,False,"D318:11,D318:21,D318:25,SB06:03,SB06:04,SB06:07,SB06:23",equal_split
41570103,운양동,41570,김포시,27726.8,27726.8,False,"D318:11,D318:15,D318:21,D318:25,SB06:01,SB06:04",equal_split
41570104,장기동,41570,김포시,44576.7,44576.7,False,"D318:11,D318:21,D318:22,D318:25,D450:11,D450:20,SB06:06,SB06:07,SB06:12,SB06:16",equal_split
41570105,감정동,41570,김포시,38838.1,38838.1,False,"D318:21,D450:20,E537:04,SB06:06,SB06:07,SB06:08,SB06:09,SB06:14",equal_split
41570106,사우동,41570,김포시,37984.2,37984.2,False,"E537:04,SB06:01,SB06:03,SB06:04,SB06:09,SB06:19,SB06:21,SB06:22",equal_split
41570107,풍무동,41570,김포시,31197.2,31197.2,False,"E537:04,S305:01,S305:12,SB06:01,SB06:22",equal_split
41570108,마산동,41570,김포시,43825.5,37825.5,True,"D450:05,D450:06,D450:10,D450:15,SB06:12",equal_split
41570109,구래동,41570,김포시,27420.5,27420.5,False,"D450:04,D450:08,D450:09,D450:11,D450:13,D450:23",equal_split
41570250,통진읍,41570,김포시,191090.4,191090.4,False,"2170:01,2170:03,2170:07,2170:08,2170:09,2170:10,2170:11,2170:12,2170:14,2170:19,2170:24,2170:27,D318:08,D318:20,D318:21,D318:22,SB10:01,SB10:02,SB10:03,SB10:04,SB10:05,SB10:06,SB10:07,SB10:08,SB10:09,SB10:10,SB10:12,SB10:14,SB10:15,SB10:17,SB10:19,SB10:20,SB10:21,SB10:22,SB10:23,SB10:26,SB10:28",equal_split
41570253,고촌읍,41570,김포시,54779.0,54779.0,False,"D318:04,E537:07,E537:09,S305:12,SB06:19,SB06:21",equal_split
41570256,양촌읍,41570,김포시,393174.5,336022.1,True,"2170:03,2170:06,2170:07,2170:09,2170:10,2170:11,2170:12,2170:13,2170:14,2170:15,2170:16,2170:17,2170:19,2170:20,2170:27,2599:05,D318:01,D318:08,D318:09,D318:11,D318:21,D318:22,D450:03,D450:04,D450:07,D450:08,D450:09,D450:10,D450:11,D450:12,D450:13,D450:15,D450:18,D450:23,D450:24,S305:08,S305:14,S305:21,S305:22,SB06:01,SB06:16,SB09:01,SB09:02,SB09:03,SB09:04,SB09:05,SB09:06,SB09:07,SB09:08,SB09:09,SB09:10,SB09:11,SB09:13,SB09:17,SB09:18,SB09:19,SB09:21,SB09:23,SB09:28,SB10:15",equal_split
